game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number,original_date,reschedule_type,reschedule,day_difference,final_date,NewReschedule,partidos
Thu,2021-03-18,2021,7:00p,Utah Jazz,122,Washington Wizards,131,,0,2020/2021,Mar,18,3,2021-05-28,covid,1.0,64.0,2021-03-18,,2
