,game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number,original_date,reschedule_type,reschedule,day_difference
813,Mon,2021-04-12,2021.0,7:30p,Los Angeles Lakers,96.0,New York Knicks,111.0,,1981.0,2020/2021,Apr,12.0,4.0,,,0.0,
814,Mon,2021-04-12,2021.0,7:30p,Philadelphia 76ers,113.0,Dallas Mavericks,95.0,,4016.0,2020/2021,Apr,12.0,4.0,,,0.0,
815,Mon,2021-04-12,2021.0,9:00p,Sacramento Kings,110.0,New Orleans Pelicans,117.0,,3700.0,2020/2021,Apr,12.0,4.0,,,0.0,
816,Mon,2021-04-12,2021.0,9:00p,Washington Wizards,125.0,Utah Jazz,121.0,,5546.0,2020/2021,Apr,12.0,4.0,,,0.0,
817,Mon,2021-04-12,2021.0,10:00p,Denver Nuggets,107.0,Golden State Warriors,116.0,,0.0,2020/2021,Apr,12.0,4.0,,,0.0,
818,Mon,2021-04-12,2021.0,10:00p,Houston Rockets,120.0,Phoenix Suns,126.0,,4145.0,2020/2021,Apr,12.0,4.0,,,0.0,
819,Tue,2021-04-12,2021.0,4:00p,Brooklyn Nets,127.0,Minnesota Timberwolves,97.0,,0.0,2020/2021,Apr,13.0,4.0,2021-04-12,non-covid,1.0,1.0
820,Tue,2021-04-13,2021.0,7:30p,Los Angeles Clippers,126.0,Indiana Pacers,115.0,,0.0,2020/2021,Apr,13.0,4.0,,,0.0,
821,Tue,2021-04-13,2021.0,7:30p,Atlanta Hawks,108.0,Toronto Raptors,103.0,,1427.0,2020/2021,Apr,13.0,4.0,,,0.0,
822,Tue,2021-04-13,2021.0,8:00p,Los Angeles Lakers,101.0,Charlotte Hornets,93.0,,3676.0,2020/2021,Apr,13.0,4.0,,,0.0,
823,Tue,2021-04-13,2021.0,9:00p,Oklahoma City Thunder,96.0,Utah Jazz,106.0,,5546.0,2020/2021,Apr,13.0,4.0,,,0.0,
824,Tue,2021-04-13,2021.0,10:00p,Miami Heat,86.0,Phoenix Suns,106.0,,5024.0,2020/2021,Apr,13.0,4.0,,,0.0,
825,Tue,2021-04-13,2021.0,10:00p,Boston Celtics,116.0,Portland Trail Blazers,115.0,,0.0,2020/2021,Apr,13.0,4.0,,,0.0,
826,Wed,2021-04-14,2021.0,8:00p,Orlando Magic,115.0,Chicago Bulls,106.0,,0.0,2020/2021,Apr,14.0,4.0,,,0.0,
827,Wed,2021-04-14,2021.0,4:30p,Milwaukee Bucks,130.0,Minnesota Timberwolves,105.0,,0.0,2020/2021,Apr,14.0,4.0,,,0.0,
828,Wed,2021-04-14,2021.0,7:00p,Cleveland Cavaliers,103.0,Charlotte Hornets,90.0,,2955.0,2020/2021,Apr,14.0,4.0,,,0.0,
829,Wed,2021-04-14,2021.0,7:00p,Brooklyn Nets,117.0,Philadelphia 76ers,123.0,,4094.0,2020/2021,Apr,14.0,4.0,,,0.0,
830,Wed,2021-04-14,2021.0,10:00p,Washington Wizards,123.0,Sacramento Kings,111.0,,0.0,2020/2021,Apr,14.0,4.0,,,0.0,
831,Wed,2021-04-14,2021.0,10:00p,Miami Heat,106.0,Denver Nuggets,123.0,,4017.0,2020/2021,Apr,14.0,4.0,,,0.0,
832,Wed,2021-04-14,2021.0,9:30p,Dallas Mavericks,114.0,Memphis Grizzlies,113.0,,2141.0,2020/2021,Apr,14.0,4.0,,,0.0,
833,Wed,2021-04-14,2021.0,9:00p,Golden State Warriors,147.0,Oklahoma City Thunder,109.0,,0.0,2020/2021,Apr,14.0,4.0,,,0.0,
834,Wed,2021-04-14,2021.0,7:30p,San Antonio Spurs,112.0,Toronto Raptors,117.0,,1184.0,2020/2021,Apr,14.0,4.0,,,0.0,
835,Wed,2021-04-14,2021.0,8:00p,New York Knicks,116.0,New Orleans Pelicans,106.0,,3700.0,2020/2021,Apr,14.0,4.0,,,0.0,
836,Wed,2021-04-14,2021.0,8:00p,Los Angeles Clippers,100.0,Detroit Pistons,98.0,,750.0,2020/2021,Apr,14.0,4.0,,,0.0,
837,Thu,2021-04-15,2021.0,8:00p,Golden State Warriors,119.0,Cleveland Cavaliers,101.0,,4148.0,2020/2021,Apr,15.0,4.0,,,0.0,
838,Thu,2021-04-15,2021.0,10:00p,Sacramento Kings,114.0,Phoenix Suns,122.0,,4568.0,2020/2021,Apr,15.0,4.0,,,0.0,
839,Thu,2021-04-15,2021.0,10:00p,Boston Celtics,121.0,Los Angeles Lakers,113.0,,1915.0,2020/2021,Apr,15.0,4.0,,,0.0,
840,Thu,2021-04-15,2021.0,7:30p,Milwaukee Bucks,120.0,Atlanta Hawks,109.0,,0.0,2020/2021,Apr,15.0,4.0,,,0.0,
841,Fri,2021-04-16,2021.0,7:30p,Orlando Magic,102.0,Toronto Raptors,113.0,,0.0,2020/2021,Apr,16.0,4.0,,,0.0,
842,Fri,2021-04-16,2021.0,7:00p,New Orleans Pelicans,115.0,Washington Wizards,117.0,OT,0.0,2020/2021,Apr,16.0,4.0,,,0.0,
843,Fri,2021-04-16,2021.0,7:00p,Los Angeles Clippers,103.0,Philadelphia 76ers,106.0,,4094.0,2020/2021,Apr,16.0,4.0,,,0.0,
844,Fri,2021-04-16,2021.0,7:00p,Oklahoma City Thunder,104.0,Detroit Pistons,110.0,,750.0,2020/2021,Apr,16.0,4.0,,,0.0,
845,Fri,2021-04-16,2021.0,3:00p,Indiana Pacers,111.0,Utah Jazz,119.0,,5546.0,2020/2021,Apr,16.0,4.0,,,0.0,
846,Fri,2021-04-16,2021.0,7:30p,Charlotte Hornets,115.0,Brooklyn Nets,130.0,,1773.0,2020/2021,Apr,16.0,4.0,,,0.0,
847,Fri,2021-04-16,2021.0,8:00p,Memphis Grizzlies,126.0,Chicago Bulls,115.0,,0.0,2020/2021,Apr,16.0,4.0,,,0.0,
848,Fri,2021-04-16,2021.0,8:00p,Denver Nuggets,128.0,Houston Rockets,99.0,,3342.0,2020/2021,Apr,16.0,4.0,,,0.0,
849,Fri,2021-04-16,2021.0,8:00p,Miami Heat,111.0,Minnesota Timberwolves,119.0,,1638.0,2020/2021,Apr,16.0,4.0,,,0.0,
850,Fri,2021-04-16,2021.0,8:30p,Portland Trail Blazers,107.0,San Antonio Spurs,106.0,,4303.0,2020/2021,Apr,16.0,4.0,,,0.0,
851,Fri,2021-04-16,2021.0,9:30p,New York Knicks,117.0,Dallas Mavericks,109.0,,4246.0,2020/2021,Apr,16.0,4.0,,,0.0,
852,Sat,2021-04-17,2021.0,8:00p,Cleveland Cavaliers,96.0,Chicago Bulls,106.0,,0.0,2020/2021,Apr,17.0,4.0,,,0.0,
853,Sat,2021-04-17,2021.0,8:00p,Detroit Pistons,100.0,Washington Wizards,121.0,,0.0,2020/2021,Apr,17.0,4.0,,,0.0,
854,Sat,2021-04-17,2021.0,4:30p,Utah Jazz,115.0,Los Angeles Lakers,127.0,OT,1710.0,2020/2021,Apr,17.0,4.0,,,0.0,
855,Sat,2021-04-17,2021.0,10:00p,San Antonio Spurs,111.0,Phoenix Suns,85.0,,5078.0,2020/2021,Apr,17.0,4.0,,,0.0,
856,Sat,2021-04-17,2021.0,9:00p,Memphis Grizzlies,128.0,Milwaukee Bucks,115.0,,3280.0,2020/2021,Apr,17.0,4.0,,,0.0,
857,Sat,2021-04-17,2021.0,8:30p,Golden State Warriors,114.0,Boston Celtics,119.0,,2298.0,2020/2021,Apr,17.0,4.0,,,0.0,
858,Sun,2021-04-18,2021.0,7:00p,Portland Trail Blazers,101.0,Charlotte Hornets,109.0,,3880.0,2020/2021,Apr,18.0,4.0,,,0.0,
859,Sun,2021-04-18,2021.0,3:30p,Brooklyn Nets,107.0,Miami Heat,109.0,,0.0,2020/2021,Apr,18.0,4.0,,,0.0,
860,Sun,2021-04-18,2021.0,1:00p,New Orleans Pelicans,112.0,New York Knicks,122.0,OT,1981.0,2020/2021,Apr,18.0,4.0,,,0.0,
861,Sun,2021-04-18,2021.0,1:00p,Indiana Pacers,117.0,Atlanta Hawks,129.0,,0.0,2020/2021,Apr,18.0,4.0,,,0.0,
862,Sun,2021-04-18,2021.0,7:00p,Oklahoma City Thunder,106.0,Toronto Raptors,112.0,,0.0,2020/2021,Apr,18.0,4.0,,,0.0,
863,Sun,2021-04-18,2021.0,7:30p,Sacramento Kings,121.0,Dallas Mavericks,107.0,,4193.0,2020/2021,Apr,18.0,4.0,,,0.0,
864,Sun,2021-04-18,2021.0,10:00p,Minnesota Timberwolves,105.0,Los Angeles Clippers,124.0,,1734.0,2020/2021,Apr,18.0,4.0,,,0.0,
865,Sun,2021-04-18,2021.0,7:00p,Houston Rockets,114.0,Orlando Magic,110.0,,3772.0,2020/2021,Apr,18.0,4.0,,,0.0,
866,Mon,2021-04-19,2021.0,7:00p,Cleveland Cavaliers,105.0,Detroit Pistons,109.0,,750.0,2020/2021,Apr,19.0,4.0,,,0.0,
867,Mon,2021-04-19,2021.0,7:30p,Chicago Bulls,102.0,Boston Celtics,96.0,,0.0,2020/2021,Apr,19.0,4.0,,,0.0,
868,Mon,2021-04-19,2021.0,7:30p,Golden State Warriors,107.0,Philadelphia 76ers,96.0,,4094.0,2020/2021,Apr,19.0,4.0,,,0.0,
869,Mon,2021-04-19,2021.0,8:00p,Houston Rockets,91.0,Miami Heat,113.0,,0.0,2020/2021,Apr,19.0,4.0,,,0.0,
870,Mon,2021-04-19,2021.0,10:00p,Utah Jazz,111.0,Los Angeles Lakers,97.0,,1709.0,2020/2021,Apr,19.0,4.0,,,0.0,
871,Mon,2021-04-19,2021.0,8:00p,Phoenix Suns,128.0,Milwaukee Bucks,127.0,OT,3280.0,2020/2021,Apr,19.0,4.0,,,0.0,
872,Mon,2021-04-19,2021.0,8:00p,Oklahoma City Thunder,107.0,Washington Wizards,119.0,,0.0,2020/2021,Apr,19.0,4.0,,,0.0,
873,Mon,2021-04-19,2021.0,9:00p,Memphis Grizzlies,137.0,Denver Nuggets,139.0,2OT,4005.0,2020/2021,Apr,19.0,4.0,,,0.0,
874,Tue,2021-04-20,2021.0,10:00p,Minnesota Timberwolves,134.0,Sacramento Kings,120.0,,0.0,2020/2021,Apr,20.0,4.0,,,0.0,
875,Tue,2021-04-20,2021.0,10:00p,Los Angeles Clippers,113.0,Portland Trail Blazers,112.0,,0.0,2020/2021,Apr,20.0,4.0,,,0.0,
876,Tue,2021-04-20,2021.0,7:30p,Charlotte Hornets,97.0,New York Knicks,109.0,,1753.0,2020/2021,Apr,20.0,4.0,,,0.0,
877,Tue,2021-04-20,2021.0,7:30p,Brooklyn Nets,134.0,New Orleans Pelicans,129.0,,3700.0,2020/2021,Apr,20.0,4.0,,,0.0,
878,Tue,2021-04-20,2021.0,7:30p,Orlando Magic,96.0,Atlanta Hawks,112.0,,2219.0,2020/2021,Apr,20.0,4.0,,,0.0,
879,Wed,2021-04-21,2021.0,7:00p,Oklahoma City Thunder,116.0,Indiana Pacers,122.0,,0.0,2020/2021,Apr,21.0,4.0,,,0.0,
880,Wed,2021-04-21,2021.0,7:00p,Chicago Bulls,105.0,Cleveland Cavaliers,121.0,,0.0,2020/2021,Apr,21.0,4.0,,,0.0,
881,Wed,2021-04-21,2021.0,8:00p,Atlanta Hawks,127.0,New York Knicks,137.0,OT,1981.0,2020/2021,Apr,21.0,4.0,,,0.0,
882,Wed,2021-04-21,2021.0,7:00p,Phoenix Suns,116.0,Philadelphia 76ers,113.0,,4094.0,2020/2021,Apr,21.0,4.0,,,0.0,
883,Wed,2021-04-21,2021.0,10:00p,Minnesota Timberwolves,125.0,Sacramento Kings,128.0,,0.0,2020/2021,Apr,21.0,4.0,,,0.0,
884,Wed,2021-04-21,2021.0,10:00p,Denver Nuggets,106.0,Portland Trail Blazers,105.0,,0.0,2020/2021,Apr,21.0,4.0,,,0.0,
885,Wed,2021-04-21,2021.0,10:00p,Memphis Grizzlies,105.0,Los Angeles Clippers,117.0,,1782.0,2020/2021,Apr,21.0,4.0,,,0.0,
886,Wed,2021-04-21,2021.0,8:30p,Miami Heat,107.0,San Antonio Spurs,87.0,,4229.0,2020/2021,Apr,21.0,4.0,,,0.0,
887,Wed,2021-04-21,2021.0,7:00p,Golden State Warriors,114.0,Washington Wizards,118.0,,2133.0,2020/2021,Apr,21.0,4.0,,,0.0,
888,Wed,2021-04-21,2021.0,7:00p,Brooklyn Nets,103.0,Toronto Raptors,114.0,,0.0,2020/2021,Apr,21.0,4.0,,,0.0,
889,Wed,2021-04-21,2021.0,8:00p,Utah Jazz,112.0,Houston Rockets,89.0,,3253.0,2020/2021,Apr,21.0,4.0,,,0.0,
890,Thu,2021-04-22,2021.0,9:30p,Los Angeles Lakers,110.0,Dallas Mavericks,115.0,,4443.0,2020/2021,Apr,22.0,4.0,,,0.0,
891,Thu,2021-04-22,2021.0,7:00p,Phoenix Suns,86.0,Boston Celtics,99.0,,2298.0,2020/2021,Apr,22.0,4.0,,,0.0,
892,Thu,2021-04-22,2021.0,7:00p,Philadelphia 76ers,117.0,Milwaukee Bucks,124.0,,3280.0,2020/2021,Apr,22.0,4.0,,,0.0,
893,Thu,2021-04-22,2021.0,7:00p,New Orleans Pelicans,135.0,Orlando Magic,100.0,,3411.0,2020/2021,Apr,22.0,4.0,,,0.0,
894,Thu,2021-04-22,2021.0,8:30p,Detroit Pistons,91.0,San Antonio Spurs,106.0,,3334.0,2020/2021,Apr,22.0,4.0,,,0.0,
895,Thu,2021-04-22,2021.0,9:00p,Charlotte Hornets,91.0,Chicago Bulls,108.0,,0.0,2020/2021,Apr,22.0,4.0,,,0.0,
896,Fri,2021-04-23,2021.0,8:00p,Cleveland Cavaliers,102.0,Charlotte Hornets,108.0,,4060.0,2020/2021,Apr,23.0,4.0,,,0.0,
897,Fri,2021-04-23,2021.0,10:00p,Denver Nuggets,97.0,Golden State Warriors,118.0,,1935.0,2020/2021,Apr,23.0,4.0,,,0.0,
898,Fri,2021-04-23,2021.0,8:00p,Washington Wizards,129.0,Oklahoma City Thunder,109.0,,0.0,2020/2021,Apr,23.0,4.0,,,0.0,
899,Fri,2021-04-23,2021.0,8:00p,Los Angeles Clippers,109.0,Houston Rockets,104.0,,3313.0,2020/2021,Apr,23.0,4.0,,,0.0,
900,Fri,2021-04-23,2021.0,7:30p,Boston Celtics,104.0,Brooklyn Nets,109.0,,1773.0,2020/2021,Apr,23.0,4.0,,,0.0,
901,Fri,2021-04-23,2021.0,7:30p,Miami Heat,103.0,Atlanta Hawks,118.0,,2985.0,2020/2021,Apr,23.0,4.0,,,0.0,
902,Sat,2021-04-24,2021.0,7:00p,Detroit Pistons,109.0,Indiana Pacers,115.0,,0.0,2020/2021,Apr,24.0,4.0,,,0.0,
903,Sat,2021-04-24,2021.0,10:00p,Houston Rockets,116.0,Denver Nuggets,129.0,,4035.0,2020/2021,Apr,24.0,4.0,,,0.0,
904,Sat,2021-04-24,2021.0,9:00p,Minnesota Timberwolves,101.0,Utah Jazz,96.0,,0.0,2020/2021,Apr,24.0,4.0,,,0.0,
905,Sat,2021-04-24,2021.0,8:30p,Los Angeles Lakers,93.0,Dallas Mavericks,108.0,,4561.0,2020/2021,Apr,24.0,4.0,,,0.0,
906,Sat,2021-04-24,2021.0,8:00p,Chicago Bulls,101.0,Miami Heat,106.0,,0.0,2020/2021,Apr,24.0,4.0,,,0.0,
907,Sat,2021-04-24,2021.0,3:30p,Philadelphia 76ers,94.0,Milwaukee Bucks,132.0,,3280.0,2020/2021,Apr,24.0,4.0,,,0.0,
908,Sat,2021-04-24,2021.0,1:00p,Toronto Raptors,103.0,New York Knicks,120.0,,1981.0,2020/2021,Apr,24.0,4.0,,,0.0,
909,Sun,2021-04-25,2021.0,7:30p,Milwaukee Bucks,104.0,Atlanta Hawks,111.0,,3010.0,2020/2021,Apr,25.0,4.0,,,0.0,
910,Sun,2021-04-25,2021.0,1:00p,Boston Celtics,104.0,Charlotte Hornets,125.0,,4493.0,2020/2021,Apr,25.0,4.0,,,0.0,
911,Sun,2021-04-25,2021.0,3:30p,Phoenix Suns,119.0,Brooklyn Nets,128.0,,1773.0,2020/2021,Apr,25.0,4.0,,,0.0,
912,Sun,2021-04-25,2021.0,8:00p,Indiana Pacers,131.0,Orlando Magic,112.0,,3519.0,2020/2021,Apr,25.0,4.0,,,0.0,
913,Sun,2021-04-25,2021.0,10:00p,Sacramento Kings,113.0,Golden State Warriors,117.0,,3252.0,2020/2021,Apr,25.0,4.0,,,0.0,
914,Mon,2021-04-26,2021.0,8:00p,Chicago Bulls,110.0,Miami Heat,102.0,,0.0,2020/2021,Apr,26.0,4.0,,,0.0,
915,Mon,2021-04-26,2021.0,7:00p,Atlanta Hawks,86.0,Detroit Pistons,100.0,,750.0,2020/2021,Apr,26.0,4.0,,,0.0,
916,Mon,2021-04-26,2021.0,7:00p,Los Angeles Lakers,114.0,Orlando Magic,103.0,,4099.0,2020/2021,Apr,26.0,4.0,,,0.0,
917,Mon,2021-04-26,2021.0,7:00p,Oklahoma City Thunder,90.0,Philadelphia 76ers,121.0,,4094.0,2020/2021,Apr,26.0,4.0,,,0.0,
918,Mon,2021-04-26,2021.0,7:00p,San Antonio Spurs,146.0,Washington Wizards,143.0,OT,2133.0,2020/2021,Apr,26.0,4.0,,,0.0,
919,Mon,2021-04-26,2021.0,7:30p,Phoenix Suns,118.0,New York Knicks,110.0,,1981.0,2020/2021,Apr,26.0,4.0,,,0.0,
920,Mon,2021-04-26,2021.0,7:30p,Cleveland Cavaliers,96.0,Toronto Raptors,112.0,,1626.0,2020/2021,Apr,26.0,4.0,,,0.0,
921,Mon,2021-04-26,2021.0,10:00p,Dallas Mavericks,106.0,Sacramento Kings,113.0,,0.0,2020/2021,Apr,26.0,4.0,,,0.0,
922,Mon,2021-04-26,2021.0,9:00p,Memphis Grizzlies,96.0,Denver Nuggets,120.0,,3823.0,2020/2021,Apr,26.0,4.0,,,0.0,
923,Mon,2021-04-26,2021.0,8:00p,Los Angeles Clippers,103.0,New Orleans Pelicans,120.0,,3700.0,2020/2021,Apr,26.0,4.0,,,0.0,
924,Mon,2021-04-26,2021.0,8:00p,Utah Jazz,104.0,Minnesota Timberwolves,105.0,,1638.0,2020/2021,Apr,26.0,4.0,,,0.0,
925,Tue,2021-04-27,2021.0,7:30p,Brooklyn Nets,116.0,Toronto Raptors,103.0,,0.0,2020/2021,Apr,27.0,4.0,,,0.0,
926,Tue,2021-04-27,2021.0,7:00p,Milwaukee Bucks,114.0,Charlotte Hornets,104.0,,3240.0,2020/2021,Apr,27.0,4.0,,,0.0,
927,Tue,2021-04-27,2021.0,7:00p,Oklahoma City Thunder,119.0,Boston Celtics,115.0,,2298.0,2020/2021,Apr,27.0,4.0,,,0.0,
928,Tue,2021-04-27,2021.0,9:30p,Dallas Mavericks,133.0,Golden State Warriors,103.0,,3613.0,2020/2021,Apr,27.0,4.0,,,0.0,
929,Tue,2021-04-27,2021.0,9:00p,Minnesota Timberwolves,114.0,Houston Rockets,107.0,,3225.0,2020/2021,Apr,27.0,4.0,,,0.0,
930,Tue,2021-04-27,2021.0,7:00p,Portland Trail Blazers,133.0,Indiana Pacers,112.0,,0.0,2020/2021,Apr,27.0,4.0,,,0.0,
931,Wed,2021-04-28,2021.0,7:00p,Orlando Magic,109.0,Cleveland Cavaliers,104.0,,4148.0,2020/2021,Apr,28.0,4.0,,,0.0,
932,Wed,2021-04-28,2021.0,10:00p,Utah Jazz,154.0,Sacramento Kings,105.0,,0.0,2020/2021,Apr,28.0,4.0,,,0.0,
933,Wed,2021-04-28,2021.0,10:00p,Los Angeles Clippers,101.0,Phoenix Suns,109.0,,5917.0,2020/2021,Apr,28.0,4.0,,,0.0,
934,Wed,2021-04-28,2021.0,9:00p,Portland Trail Blazers,130.0,Memphis Grizzlies,109.0,,3427.0,2020/2021,Apr,28.0,4.0,,,0.0,
935,Wed,2021-04-28,2021.0,9:00p,New Orleans Pelicans,112.0,Denver Nuggets,114.0,,4022.0,2020/2021,Apr,28.0,4.0,,,0.0,
936,Wed,2021-04-28,2021.0,8:00p,San Antonio Spurs,111.0,Miami Heat,116.0,,0.0,2020/2021,Apr,28.0,4.0,,,0.0,
937,Wed,2021-04-28,2021.0,7:30p,Los Angeles Lakers,107.0,Washington Wizards,116.0,,2133.0,2020/2021,Apr,28.0,4.0,,,0.0,
938,Wed,2021-04-28,2021.0,7:30p,Chicago Bulls,94.0,New York Knicks,113.0,,1981.0,2020/2021,Apr,28.0,4.0,,,0.0,
939,Wed,2021-04-28,2021.0,7:30p,Charlotte Hornets,111.0,Boston Celtics,120.0,,2298.0,2020/2021,Apr,28.0,4.0,,,0.0,
940,Wed,2021-04-28,2021.0,7:00p,Atlanta Hawks,83.0,Philadelphia 76ers,127.0,,4094.0,2020/2021,Apr,28.0,4.0,,,0.0,
941,Thu,2021-04-29,2021.0,7:00p,Brooklyn Nets,130.0,Indiana Pacers,113.0,,0.0,2020/2021,Apr,29.0,4.0,,,0.0,
942,Thu,2021-04-29,2021.0,8:00p,Golden State Warriors,114.0,Minnesota Timberwolves,126.0,,1638.0,2020/2021,Apr,29.0,4.0,,,0.0,
943,Thu,2021-04-29,2021.0,9:00p,Toronto Raptors,111.0,Denver Nuggets,121.0,,4025.0,2020/2021,Apr,29.0,4.0,,,0.0,
944,Thu,2021-04-29,2021.0,9:00p,New Orleans Pelicans,109.0,Oklahoma City Thunder,95.0,,0.0,2020/2021,Apr,29.0,4.0,,,0.0,
945,Thu,2021-04-29,2021.0,7:00p,Dallas Mavericks,115.0,Detroit Pistons,105.0,,750.0,2020/2021,Apr,29.0,4.0,,,0.0,
946,Thu,2021-04-29,2021.0,8:00p,Milwaukee Bucks,136.0,Houston Rockets,143.0,,3232.0,2020/2021,Apr,29.0,4.0,,,0.0,
947,Fri,2021-04-30,2021.0,9:00p,Milwaukee Bucks,108.0,Chicago Bulls,98.0,,0.0,2020/2021,Apr,30.0,4.0,,,0.0,
948,Fri,2021-04-30,2021.0,7:00p,Atlanta Hawks,104.0,Philadelphia 76ers,126.0,,4094.0,2020/2021,Apr,30.0,4.0,,,0.0,
949,Fri,2021-04-30,2021.0,7:30p,San Antonio Spurs,140.0,Boston Celtics,143.0,OT,2298.0,2020/2021,Apr,30.0,4.0,,,0.0,
950,Fri,2021-04-30,2021.0,7:30p,Washington Wizards,122.0,Cleveland Cavaliers,93.0,,4148.0,2020/2021,Apr,30.0,4.0,,,0.0,
951,Fri,2021-04-30,2021.0,8:00p,Portland Trail Blazers,128.0,Brooklyn Nets,109.0,,1773.0,2020/2021,Apr,30.0,4.0,,,0.0,
952,Fri,2021-04-30,2021.0,8:00p,Orlando Magic,75.0,Memphis Grizzlies,92.0,,2850.0,2020/2021,Apr,30.0,4.0,,,0.0,
953,Fri,2021-04-30,2021.0,10:00p,Utah Jazz,100.0,Phoenix Suns,121.0,,6065.0,2020/2021,Apr,30.0,4.0,,,0.0,
954,Fri,2021-04-30,2021.0,10:30p,Sacramento Kings,110.0,Los Angeles Lakers,106.0,,2691.0,2020/2021,Apr,30.0,4.0,,,0.0,
955,Sat,2021-05-01,2021.0,8:00p,Chicago Bulls,97.0,Atlanta Hawks,108.0,,3053.0,2020/2021,May,1.0,5.0,,,0.0,
956,Sat,2021-05-01,2021.0,8:00p,Miami Heat,124.0,Cleveland Cavaliers,107.0,,4148.0,2020/2021,May,1.0,5.0,,,0.0,
957,Sat,2021-05-01,2021.0,10:00p,Toronto Raptors,102.0,Utah Jazz,106.0,,6506.0,2020/2021,May,1.0,5.0,,,0.0,
958,Sat,2021-05-01,2021.0,10:00p,Denver Nuggets,110.0,Los Angeles Clippers,104.0,,2818.0,2020/2021,May,1.0,5.0,,,0.0,
959,Sat,2021-05-01,2021.0,9:00p,Washington Wizards,124.0,Dallas Mavericks,125.0,,4351.0,2020/2021,May,1.0,5.0,,,0.0,
960,Sat,2021-05-01,2021.0,8:00p,Memphis Grizzlies,111.0,Orlando Magic,112.0,,3924.0,2020/2021,May,1.0,5.0,,,0.0,
961,Sat,2021-05-01,2021.0,8:00p,Indiana Pacers,152.0,Oklahoma City Thunder,95.0,,0.0,2020/2021,May,1.0,5.0,,,0.0,
962,Sat,2021-05-01,2021.0,8:00p,New Orleans Pelicans,140.0,Minnesota Timberwolves,136.0,OT,1638.0,2020/2021,May,1.0,5.0,,,0.0,
963,Sat,2021-05-01,2021.0,7:30p,Golden State Warriors,113.0,Houston Rockets,87.0,,3702.0,2020/2021,May,1.0,5.0,,,0.0,
964,Sat,2021-05-01,2021.0,7:00p,Detroit Pistons,94.0,Charlotte Hornets,107.0,,3766.0,2020/2021,May,1.0,5.0,,,0.0,
965,Sun,2021-05-02,2021.0,8:00p,Sacramento Kings,111.0,Dallas Mavericks,99.0,,4268.0,2020/2021,May,2.0,5.0,,,0.0,
966,Sun,2021-05-02,2021.0,8:00p,Philadelphia 76ers,113.0,San Antonio Spurs,111.0,OT,3978.0,2020/2021,May,2.0,5.0,,,0.0,
967,Sun,2021-05-02,2021.0,8:00p,Miami Heat,121.0,Charlotte Hornets,111.0,,4095.0,2020/2021,May,2.0,5.0,,,0.0,
968,Sun,2021-05-02,2021.0,7:30p,Portland Trail Blazers,129.0,Boston Celtics,119.0,,0.0,2020/2021,May,2.0,5.0,,,0.0,
969,Sun,2021-05-02,2021.0,3:30p,Brooklyn Nets,114.0,Milwaukee Bucks,117.0,,3280.0,2020/2021,May,2.0,5.0,,,0.0,
970,Sun,2021-05-02,2021.0,8:00p,New York Knicks,122.0,Houston Rockets,97.0,,3431.0,2020/2021,May,2.0,5.0,,,0.0,
971,Sun,2021-05-02,2021.0,10:00p,Toronto Raptors,121.0,Los Angeles Lakers,114.0,,2053.0,2020/2021,May,2.0,5.0,,,0.0,
972,Sun,2021-05-02,2021.0,8:00p,Phoenix Suns,123.0,Oklahoma City Thunder,120.0,,0.0,2020/2021,May,2.0,5.0,,,0.0,
973,Mon,2021-05-03,2021.0,8:00p,Portland Trail Blazers,114.0,Atlanta Hawks,123.0,,3091.0,2020/2021,May,3.0,5.0,,,0.0,
974,Mon,2021-05-03,2021.0,7:30p,Golden State Warriors,123.0,New Orleans Pelicans,108.0,,3700.0,2020/2021,May,3.0,5.0,,,0.0,
975,Mon,2021-05-03,2021.0,9:00p,Philadelphia 76ers,106.0,Chicago Bulls,94.0,,0.0,2020/2021,May,3.0,5.0,,,0.0,
976,Mon,2021-05-03,2021.0,9:00p,New York Knicks,118.0,Memphis Grizzlies,104.0,,2789.0,2020/2021,May,3.0,5.0,,,0.0,
977,Mon,2021-05-03,2021.0,10:00p,Denver Nuggets,89.0,Los Angeles Lakers,93.0,,2454.0,2020/2021,May,3.0,5.0,,,0.0,
978,Mon,2021-05-03,2021.0,10:00p,San Antonio Spurs,99.0,Utah Jazz,110.0,,6506.0,2020/2021,May,3.0,5.0,,,0.0,
979,Mon,2021-05-03,2021.0,7:00p,Orlando Magic,119.0,Detroit Pistons,112.0,,750.0,2020/2021,May,3.0,5.0,,,0.0,
980,Mon,2021-05-03,2021.0,7:00p,Indiana Pacers,141.0,Washington Wizards,154.0,,0.0,2020/2021,May,3.0,5.0,,,0.0,
981,Tue,2021-05-04,2021.0,7:00p,Charlotte Hornets,102.0,Detroit Pistons,99.0,,750.0,2020/2021,May,4.0,5.0,,,0.0,
982,Tue,2021-05-04,2021.0,7:00p,Phoenix Suns,134.0,Cleveland Cavaliers,118.0,OT,4148.0,2020/2021,May,4.0,5.0,,,0.0,
983,Tue,2021-05-04,2021.0,7:30p,Brooklyn Nets,118.0,Milwaukee Bucks,124.0,,3280.0,2020/2021,May,4.0,5.0,,,0.0,
984,Tue,2021-05-04,2021.0,10:00p,Toronto Raptors,100.0,Los Angeles Clippers,105.0,,1714.0,2020/2021,May,4.0,5.0,,,0.0,
