,game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number
753,Wed,2021-04-07,2021,7:00p,Washington Wizards,131,Orlando Magic,116,,3991,2020/2021,Apr,7,4
754,Wed,2021-04-07,2021,7:30p,New York Knicks,99,Boston Celtics,101,,2298,2020/2021,Apr,7,4
755,Wed,2021-04-07,2021,7:30p,New Orleans Pelicans,111,Brooklyn Nets,139,,1773,2020/2021,Apr,7,4
756,Wed,2021-04-07,2021,8:00p,Memphis Grizzlies,131,Atlanta Hawks,113,,2774,2020/2021,Apr,7,4
757,Wed,2021-04-07,2021,8:00p,Dallas Mavericks,93,Houston Rockets,102,,3399,2020/2021,Apr,7,4
758,Wed,2021-04-07,2021,8:00p,Charlotte Hornets,113,Oklahoma City Thunder,102,,0,2020/2021,Apr,7,4
759,Wed,2021-04-07,2021,9:00p,San Antonio Spurs,96,Denver Nuggets,106,,3715,2020/2021,Apr,7,4
760,Wed,2021-04-07,2021,10:00p,Utah Jazz,113,Phoenix Suns,117,OT,5110,2020/2021,Apr,7,4
761,Thu,2021-04-08,2021,7:30p,Los Angeles Lakers,104,Miami Heat,110,,0,2020/2021,Apr,8,4
762,Thu,2021-04-08,2021,7:30p,Chicago Bulls,122,Toronto Raptors,113,,0,2020/2021,Apr,8,4
763,Thu,2021-04-08,2021,8:00p,Cleveland Cavaliers,129,Oklahoma City Thunder,102,,0,2020/2021,Apr,8,4
764,Thu,2021-04-08,2021,9:00p,Milwaukee Bucks,101,Dallas Mavericks,116,,4190,2020/2021,Apr,8,4
765,Thu,2021-04-08,2021,10:00p,Phoenix Suns,103,Los Angeles Clippers,113,,0,2020/2021,Apr,8,4
766,Thu,2021-04-08,2021,10:00p,Detroit Pistons,113,Sacramento Kings,101,,0,2020/2021,Apr,8,4
767,Thu,2021-04-08,2021,10:00p,Portland Trail Blazers,103,Utah Jazz,122,,5546,2020/2021,Apr,8,4
768,Fri,2021-04-09,2021,7:00p,Indiana Pacers,111,Orlando Magic,106,,3777,2020/2021,Apr,9,4
769,Fri,2021-04-09,2021,7:30p,Minnesota Timberwolves,136,Boston Celtics,145,OT,2298,2020/2021,Apr,9,4
770,Fri,2021-04-09,2021,7:30p,Memphis Grizzlies,129,New York Knicks,133,OT,1912,2020/2021,Apr,9,4
771,Fri,2021-04-09,2021,8:00p,Chicago Bulls,108,Atlanta Hawks,120,,996,2020/2021,Apr,9,4
772,Fri,2021-04-09,2021,8:00p,Philadelphia 76ers,94,New Orleans Pelicans,101,,3700,2020/2021,Apr,9,4
773,Fri,2021-04-09,2021,9:00p,San Antonio Spurs,119,Denver Nuggets,121,,3750,2020/2021,Apr,9,4
774,Fri,2021-04-09,2021,9:00p,Charlotte Hornets,127,Milwaukee Bucks,119,,3280,2020/2021,Apr,9,4
775,Fri,2021-04-09,2021,10:00p,Washington Wizards,110,Golden State Warriors,107,,0,2020/2021,Apr,9,4
776,Fri,2021-04-09,2021,10:00p,Houston Rockets,109,Los Angeles Clippers,126,,0,2020/2021,Apr,9,4
777,Sat,2021-04-10,2021,7:30p,Toronto Raptors,135,Cleveland Cavaliers,115,,4148,2020/2021,Apr,10,4
778,Sat,2021-04-10,2021,8:30p,Los Angeles Lakers,126,Brooklyn Nets,101,,1773,2020/2021,Apr,10,4
779,Sat,2021-04-10,2021,9:00p,Philadelphia 76ers,117,Oklahoma City Thunder,93,,0,2020/2021,Apr,10,4
780,Sat,2021-04-10,2021,9:00p,Sacramento Kings,112,Utah Jazz,128,,5546,2020/2021,Apr,10,4
781,Sat,2021-04-10,2021,10:00p,Houston Rockets,109,Golden State Warriors,125,,0,2020/2021,Apr,10,4
782,Sat,2021-04-10,2021,10:00p,Washington Wizards,106,Phoenix Suns,134,,5028,2020/2021,Apr,10,4
783,Sat,2021-04-10,2021,10:00p,Detroit Pistons,103,Portland Trail Blazers,118,,0,2020/2021,Apr,10,4
784,Sun,2021-04-11,2021,1:00p,Atlanta Hawks,105,Charlotte Hornets,101,,4148,2020/2021,Apr,11,4
785,Sun,2021-04-11,2021,3:00p,Boston Celtics,105,Denver Nuggets,87,,4032,2020/2021,Apr,11,4
786,Sun,2021-04-11,2021,7:00p,New Orleans Pelicans,116,Cleveland Cavaliers,109,,4148,2020/2021,Apr,11,4
787,Sun,2021-04-11,2021,7:00p,Milwaukee Bucks,124,Orlando Magic,87,,3316,2020/2021,Apr,11,4
788,Sun,2021-04-11,2021,8:00p,San Antonio Spurs,119,Dallas Mavericks,117,,4054,2020/2021,Apr,11,4
789,Sun,2021-04-11,2021,8:00p,Indiana Pacers,132,Memphis Grizzlies,125,,2341,2020/2021,Apr,11,4
790,Sun,2021-04-11,2021,8:00p,Chicago Bulls,117,Minnesota Timberwolves,121,,1436,2020/2021,Apr,11,4
791,Sun,2021-04-11,2021,8:00p,Toronto Raptors,96,New York Knicks,102,,1833,2020/2021,Apr,11,4
792,Sun,2021-04-11,2021,10:00p,Detroit Pistons,124,Los Angeles Clippers,131,,0,2020/2021,Apr,11,4
793,Sun,2021-04-11,2021,10:00p,Miami Heat,107,Portland Trail Blazers,98,,0,2020/2021,Apr,11,4
794,Mon,2021-04-12,2021,7:30p,Philadelphia 76ers,113,Dallas Mavericks,95,,4016,2020/2021,Apr,12,4
795,Mon,2021-04-12,2021,7:30p,Los Angeles Lakers,96,New York Knicks,111,,1981,2020/2021,Apr,12,4
796,Mon,2021-04-12,2021,8:00p,San Antonio Spurs,120,Orlando Magic,97,,3107,2020/2021,Apr,12,4
797,Mon,2021-04-12,2021,9:00p,Chicago Bulls,90,Memphis Grizzlies,101,,2194,2020/2021,Apr,12,4
798,Mon,2021-04-12,2021,9:00p,Sacramento Kings,110,New Orleans Pelicans,117,,3700,2020/2021,Apr,12,4
799,Mon,2021-04-12,2021,9:00p,Washington Wizards,125,Utah Jazz,121,,5546,2020/2021,Apr,12,4
800,Mon,2021-04-12,2021,10:00p,Denver Nuggets,107,Golden State Warriors,116,,0,2020/2021,Apr,12,4
801,Mon,2021-04-12,2021,10:00p,Houston Rockets,120,Phoenix Suns,126,,4145,2020/2021,Apr,12,4
802,Tue,2021-04-13,2021,4:00p,Brooklyn Nets,127,Minnesota Timberwolves,97,,0,2020/2021,Apr,13,4
803,Tue,2021-04-13,2021,7:30p,Los Angeles Clippers,126,Indiana Pacers,115,,0,2020/2021,Apr,13,4
804,Tue,2021-04-13,2021,7:30p,Atlanta Hawks,108,Toronto Raptors,103,,1427,2020/2021,Apr,13,4
805,Tue,2021-04-13,2021,8:00p,Los Angeles Lakers,101,Charlotte Hornets,93,,3676,2020/2021,Apr,13,4
806,Tue,2021-04-13,2021,9:00p,Oklahoma City Thunder,96,Utah Jazz,106,,5546,2020/2021,Apr,13,4
807,Tue,2021-04-13,2021,10:00p,Miami Heat,86,Phoenix Suns,106,,5024,2020/2021,Apr,13,4
808,Tue,2021-04-13,2021,10:00p,Boston Celtics,116,Portland Trail Blazers,115,,0,2020/2021,Apr,13,4
809,Wed,2021-04-14,2021,4:30p,Milwaukee Bucks,130,Minnesota Timberwolves,105,,0,2020/2021,Apr,14,4
810,Wed,2021-04-14,2021,7:00p,Cleveland Cavaliers,103,Charlotte Hornets,90,,2955,2020/2021,Apr,14,4
811,Wed,2021-04-14,2021,7:00p,Brooklyn Nets,117,Philadelphia 76ers,123,,4094,2020/2021,Apr,14,4
812,Wed,2021-04-14,2021,7:30p,San Antonio Spurs,112,Toronto Raptors,117,,1184,2020/2021,Apr,14,4
813,Wed,2021-04-14,2021,8:00p,Orlando Magic,115,Chicago Bulls,106,,0,2020/2021,Apr,14,4
814,Wed,2021-04-14,2021,8:00p,Los Angeles Clippers,100,Detroit Pistons,98,,750,2020/2021,Apr,14,4
815,Wed,2021-04-14,2021,8:00p,New York Knicks,116,New Orleans Pelicans,106,,3700,2020/2021,Apr,14,4
816,Wed,2021-04-14,2021,9:00p,Indiana Pacers,132,Houston Rockets,124,,3293,2020/2021,Apr,14,4
817,Wed,2021-04-14,2021,9:00p,Golden State Warriors,147,Oklahoma City Thunder,109,,0,2020/2021,Apr,14,4
818,Wed,2021-04-14,2021,9:30p,Dallas Mavericks,114,Memphis Grizzlies,113,,2141,2020/2021,Apr,14,4
819,Wed,2021-04-14,2021,10:00p,Miami Heat,106,Denver Nuggets,123,,4017,2020/2021,Apr,14,4
820,Wed,2021-04-14,2021,10:00p,Washington Wizards,123,Sacramento Kings,111,,0,2020/2021,Apr,14,4
821,Thu,2021-04-15,2021,7:30p,Milwaukee Bucks,120,Atlanta Hawks,109,,0,2020/2021,Apr,15,4
822,Thu,2021-04-15,2021,8:00p,Golden State Warriors,119,Cleveland Cavaliers,101,,4148,2020/2021,Apr,15,4
823,Thu,2021-04-15,2021,10:00p,Boston Celtics,121,Los Angeles Lakers,113,,1915,2020/2021,Apr,15,4
824,Thu,2021-04-15,2021,10:00p,Sacramento Kings,114,Phoenix Suns,122,,4568,2020/2021,Apr,15,4
825,Fri,2021-04-16,2021,3:00p,Indiana Pacers,111,Utah Jazz,119,,5546,2020/2021,Apr,16,4
826,Fri,2021-04-16,2021,7:00p,Oklahoma City Thunder,104,Detroit Pistons,110,,750,2020/2021,Apr,16,4
827,Fri,2021-04-16,2021,7:00p,Los Angeles Clippers,103,Philadelphia 76ers,106,,4094,2020/2021,Apr,16,4
828,Fri,2021-04-16,2021,7:00p,New Orleans Pelicans,115,Washington Wizards,117,OT,0,2020/2021,Apr,16,4
829,Fri,2021-04-16,2021,7:30p,Charlotte Hornets,115,Brooklyn Nets,130,,1773,2020/2021,Apr,16,4
830,Fri,2021-04-16,2021,7:30p,Orlando Magic,102,Toronto Raptors,113,,0,2020/2021,Apr,16,4
831,Fri,2021-04-16,2021,8:00p,Memphis Grizzlies,126,Chicago Bulls,115,,0,2020/2021,Apr,16,4
832,Fri,2021-04-16,2021,8:00p,Denver Nuggets,128,Houston Rockets,99,,3342,2020/2021,Apr,16,4
833,Fri,2021-04-16,2021,8:00p,Miami Heat,111,Minnesota Timberwolves,119,,1638,2020/2021,Apr,16,4
834,Fri,2021-04-16,2021,8:30p,Portland Trail Blazers,107,San Antonio Spurs,106,,4303,2020/2021,Apr,16,4
835,Fri,2021-04-16,2021,9:30p,New York Knicks,117,Dallas Mavericks,109,,4246,2020/2021,Apr,16,4
836,Sat,2021-04-17,2021,4:30p,Utah Jazz,115,Los Angeles Lakers,127,OT,1710,2020/2021,Apr,17,4
837,Sat,2021-04-17,2021,8:00p,Cleveland Cavaliers,96,Chicago Bulls,106,,0,2020/2021,Apr,17,4
838,Sat,2021-04-17,2021,8:00p,Detroit Pistons,100,Washington Wizards,121,,0,2020/2021,Apr,17,4
839,Sat,2021-04-17,2021,8:30p,Golden State Warriors,114,Boston Celtics,119,,2298,2020/2021,Apr,17,4
840,Sat,2021-04-17,2021,9:00p,Memphis Grizzlies,128,Milwaukee Bucks,115,,3280,2020/2021,Apr,17,4
841,Sat,2021-04-17,2021,10:00p,San Antonio Spurs,111,Phoenix Suns,85,,5078,2020/2021,Apr,17,4
842,Sun,2021-04-18,2021,1:00p,Indiana Pacers,117,Atlanta Hawks,129,,0,2020/2021,Apr,18,4
843,Sun,2021-04-18,2021,1:00p,New Orleans Pelicans,112,New York Knicks,122,OT,1981,2020/2021,Apr,18,4
844,Sun,2021-04-18,2021,3:30p,Brooklyn Nets,107,Miami Heat,109,,0,2020/2021,Apr,18,4
845,Sun,2021-04-18,2021,7:00p,Portland Trail Blazers,101,Charlotte Hornets,109,,3880,2020/2021,Apr,18,4
846,Sun,2021-04-18,2021,7:00p,Houston Rockets,114,Orlando Magic,110,,3772,2020/2021,Apr,18,4
847,Sun,2021-04-18,2021,7:00p,Oklahoma City Thunder,106,Toronto Raptors,112,,0,2020/2021,Apr,18,4
848,Sun,2021-04-18,2021,7:30p,Sacramento Kings,121,Dallas Mavericks,107,,4193,2020/2021,Apr,18,4
849,Sun,2021-04-18,2021,10:00p,Minnesota Timberwolves,105,Los Angeles Clippers,124,,1734,2020/2021,Apr,18,4
850,Mon,2021-04-19,2021,7:00p,Cleveland Cavaliers,105,Detroit Pistons,109,,750,2020/2021,Apr,19,4
851,Mon,2021-04-19,2021,7:30p,Chicago Bulls,102,Boston Celtics,96,,0,2020/2021,Apr,19,4
852,Mon,2021-04-19,2021,7:30p,Golden State Warriors,107,Philadelphia 76ers,96,,4094,2020/2021,Apr,19,4
853,Mon,2021-04-19,2021,8:00p,San Antonio Spurs,109,Indiana Pacers,94,,0,2020/2021,Apr,19,4
854,Mon,2021-04-19,2021,8:00p,Houston Rockets,91,Miami Heat,113,,0,2020/2021,Apr,19,4
855,Mon,2021-04-19,2021,8:00p,Phoenix Suns,128,Milwaukee Bucks,127,OT,3280,2020/2021,Apr,19,4
856,Mon,2021-04-19,2021,8:00p,Oklahoma City Thunder,107,Washington Wizards,119,,0,2020/2021,Apr,19,4
857,Mon,2021-04-19,2021,9:00p,Memphis Grizzlies,137,Denver Nuggets,139,2OT,4005,2020/2021,Apr,19,4
858,Mon,2021-04-19,2021,10:00p,Utah Jazz,111,Los Angeles Lakers,97,,1709,2020/2021,Apr,19,4
859,Tue,2021-04-20,2021,7:30p,Orlando Magic,96,Atlanta Hawks,112,,2219,2020/2021,Apr,20,4
860,Tue,2021-04-20,2021,7:30p,Brooklyn Nets,134,New Orleans Pelicans,129,,3700,2020/2021,Apr,20,4
861,Tue,2021-04-20,2021,7:30p,Charlotte Hornets,97,New York Knicks,109,,1753,2020/2021,Apr,20,4
862,Tue,2021-04-20,2021,10:00p,Los Angeles Clippers,113,Portland Trail Blazers,112,,0,2020/2021,Apr,20,4
863,Tue,2021-04-20,2021,10:00p,Minnesota Timberwolves,134,Sacramento Kings,120,,0,2020/2021,Apr,20,4
864,Wed,2021-04-21,2021,7:00p,Chicago Bulls,105,Cleveland Cavaliers,121,,0,2020/2021,Apr,21,4
865,Wed,2021-04-21,2021,7:00p,Oklahoma City Thunder,116,Indiana Pacers,122,,0,2020/2021,Apr,21,4
866,Wed,2021-04-21,2021,7:00p,Phoenix Suns,116,Philadelphia 76ers,113,,4094,2020/2021,Apr,21,4
867,Wed,2021-04-21,2021,7:00p,Brooklyn Nets,103,Toronto Raptors,114,,0,2020/2021,Apr,21,4
868,Wed,2021-04-21,2021,7:00p,Golden State Warriors,114,Washington Wizards,118,,2133,2020/2021,Apr,21,4
869,Wed,2021-04-21,2021,8:00p,Utah Jazz,112,Houston Rockets,89,,3253,2020/2021,Apr,21,4
870,Wed,2021-04-21,2021,8:00p,Atlanta Hawks,127,New York Knicks,137,OT,1981,2020/2021,Apr,21,4
871,Wed,2021-04-21,2021,8:30p,Detroit Pistons,117,Dallas Mavericks,127,,4043,2020/2021,Apr,21,4
872,Wed,2021-04-21,2021,8:30p,Miami Heat,107,San Antonio Spurs,87,,4229,2020/2021,Apr,21,4
873,Wed,2021-04-21,2021,10:00p,Memphis Grizzlies,105,Los Angeles Clippers,117,,1782,2020/2021,Apr,21,4
874,Wed,2021-04-21,2021,10:00p,Denver Nuggets,106,Portland Trail Blazers,105,,0,2020/2021,Apr,21,4
875,Wed,2021-04-21,2021,10:00p,Minnesota Timberwolves,125,Sacramento Kings,128,,0,2020/2021,Apr,21,4
876,Thu,2021-04-22,2021,7:00p,Phoenix Suns,86,Boston Celtics,99,,2298,2020/2021,Apr,22,4
877,Thu,2021-04-22,2021,7:00p,Philadelphia 76ers,117,Milwaukee Bucks,124,,3280,2020/2021,Apr,22,4
878,Thu,2021-04-22,2021,7:00p,New Orleans Pelicans,135,Orlando Magic,100,,3411,2020/2021,Apr,22,4
879,Thu,2021-04-22,2021,8:30p,Detroit Pistons,91,San Antonio Spurs,106,,3334,2020/2021,Apr,22,4
880,Thu,2021-04-22,2021,9:00p,Charlotte Hornets,91,Chicago Bulls,108,,0,2020/2021,Apr,22,4
881,Thu,2021-04-22,2021,9:30p,Los Angeles Lakers,110,Dallas Mavericks,115,,4443,2020/2021,Apr,22,4
882,Fri,2021-04-23,2021,7:30p,Miami Heat,103,Atlanta Hawks,118,,2985,2020/2021,Apr,23,4
883,Fri,2021-04-23,2021,7:30p,Boston Celtics,104,Brooklyn Nets,109,,1773,2020/2021,Apr,23,4
884,Fri,2021-04-23,2021,8:00p,Cleveland Cavaliers,102,Charlotte Hornets,108,,4060,2020/2021,Apr,23,4
885,Fri,2021-04-23,2021,8:00p,Los Angeles Clippers,109,Houston Rockets,104,,3313,2020/2021,Apr,23,4
886,Fri,2021-04-23,2021,8:00p,Washington Wizards,129,Oklahoma City Thunder,109,,0,2020/2021,Apr,23,4
887,Fri,2021-04-23,2021,10:00p,Denver Nuggets,97,Golden State Warriors,118,,1935,2020/2021,Apr,23,4
888,Fri,2021-04-23,2021,10:00p,Memphis Grizzlies,130,Portland Trail Blazers,128,,0,2020/2021,Apr,23,4
889,Sat,2021-04-24,2021,1:00p,Toronto Raptors,103,New York Knicks,120,,1981,2020/2021,Apr,24,4
890,Sat,2021-04-24,2021,3:30p,Philadelphia 76ers,94,Milwaukee Bucks,132,,3280,2020/2021,Apr,24,4
891,Sat,2021-04-24,2021,7:00p,Detroit Pistons,109,Indiana Pacers,115,,0,2020/2021,Apr,24,4
892,Sat,2021-04-24,2021,8:00p,Chicago Bulls,101,Miami Heat,106,,0,2020/2021,Apr,24,4
893,Sat,2021-04-24,2021,8:00p,San Antonio Spurs,110,New Orleans Pelicans,108,,3700,2020/2021,Apr,24,4
894,Sat,2021-04-24,2021,8:30p,Los Angeles Lakers,93,Dallas Mavericks,108,,4561,2020/2021,Apr,24,4
895,Sat,2021-04-24,2021,9:00p,Minnesota Timberwolves,101,Utah Jazz,96,,0,2020/2021,Apr,24,4
896,Sat,2021-04-24,2021,10:00p,Houston Rockets,116,Denver Nuggets,129,,4035,2020/2021,Apr,24,4
897,Sun,2021-04-25,2021,1:00p,Boston Celtics,104,Charlotte Hornets,125,,4493,2020/2021,Apr,25,4
898,Sun,2021-04-25,2021,3:30p,Phoenix Suns,119,Brooklyn Nets,128,,1773,2020/2021,Apr,25,4
899,Sun,2021-04-25,2021,4:00p,Memphis Grizzlies,120,Portland Trail Blazers,113,,0,2020/2021,Apr,25,4
900,Sun,2021-04-25,2021,7:00p,Cleveland Cavaliers,110,Washington Wizards,119,,2133,2020/2021,Apr,25,4
901,Sun,2021-04-25,2021,7:30p,Milwaukee Bucks,104,Atlanta Hawks,111,,3010,2020/2021,Apr,25,4
902,Sun,2021-04-25,2021,8:00p,Indiana Pacers,131,Orlando Magic,112,,3519,2020/2021,Apr,25,4
903,Sun,2021-04-25,2021,10:00p,Sacramento Kings,113,Golden State Warriors,117,,3252,2020/2021,Apr,25,4
904,Mon,2021-04-26,2021,7:00p,Atlanta Hawks,86,Detroit Pistons,100,,750,2020/2021,Apr,26,4
905,Mon,2021-04-26,2021,7:00p,Los Angeles Lakers,114,Orlando Magic,103,,4099,2020/2021,Apr,26,4
906,Mon,2021-04-26,2021,7:00p,Oklahoma City Thunder,90,Philadelphia 76ers,121,,4094,2020/2021,Apr,26,4
907,Mon,2021-04-26,2021,7:00p,San Antonio Spurs,146,Washington Wizards,143,OT,2133,2020/2021,Apr,26,4
908,Mon,2021-04-26,2021,7:30p,Phoenix Suns,118,New York Knicks,110,,1981,2020/2021,Apr,26,4
909,Mon,2021-04-26,2021,7:30p,Cleveland Cavaliers,96,Toronto Raptors,112,,1626,2020/2021,Apr,26,4
910,Mon,2021-04-26,2021,8:00p,Chicago Bulls,110,Miami Heat,102,,0,2020/2021,Apr,26,4
911,Mon,2021-04-26,2021,8:00p,Utah Jazz,104,Minnesota Timberwolves,105,,1638,2020/2021,Apr,26,4
912,Mon,2021-04-26,2021,8:00p,Los Angeles Clippers,103,New Orleans Pelicans,120,,3700,2020/2021,Apr,26,4
913,Mon,2021-04-26,2021,9:00p,Memphis Grizzlies,96,Denver Nuggets,120,,3823,2020/2021,Apr,26,4
914,Mon,2021-04-26,2021,10:00p,Dallas Mavericks,106,Sacramento Kings,113,,0,2020/2021,Apr,26,4
915,Tue,2021-04-27,2021,7:00p,Oklahoma City Thunder,119,Boston Celtics,115,,2298,2020/2021,Apr,27,4
916,Tue,2021-04-27,2021,7:00p,Milwaukee Bucks,114,Charlotte Hornets,104,,3240,2020/2021,Apr,27,4
917,Tue,2021-04-27,2021,7:00p,Portland Trail Blazers,133,Indiana Pacers,112,,0,2020/2021,Apr,27,4
918,Tue,2021-04-27,2021,7:30p,Brooklyn Nets,116,Toronto Raptors,103,,0,2020/2021,Apr,27,4
919,Tue,2021-04-27,2021,9:00p,Minnesota Timberwolves,114,Houston Rockets,107,,3225,2020/2021,Apr,27,4
920,Tue,2021-04-27,2021,9:30p,Dallas Mavericks,133,Golden State Warriors,103,,3613,2020/2021,Apr,27,4
921,Wed,2021-04-28,2021,7:00p,Orlando Magic,109,Cleveland Cavaliers,104,,4148,2020/2021,Apr,28,4
922,Wed,2021-04-28,2021,7:00p,Atlanta Hawks,83,Philadelphia 76ers,127,,4094,2020/2021,Apr,28,4
923,Wed,2021-04-28,2021,7:30p,Charlotte Hornets,111,Boston Celtics,120,,2298,2020/2021,Apr,28,4
924,Wed,2021-04-28,2021,7:30p,Chicago Bulls,94,New York Knicks,113,,1981,2020/2021,Apr,28,4
925,Wed,2021-04-28,2021,7:30p,Los Angeles Lakers,107,Washington Wizards,116,,2133,2020/2021,Apr,28,4
926,Wed,2021-04-28,2021,8:00p,San Antonio Spurs,111,Miami Heat,116,,0,2020/2021,Apr,28,4
927,Wed,2021-04-28,2021,9:00p,New Orleans Pelicans,112,Denver Nuggets,114,,4022,2020/2021,Apr,28,4
928,Wed,2021-04-28,2021,9:00p,Portland Trail Blazers,130,Memphis Grizzlies,109,,3427,2020/2021,Apr,28,4
929,Wed,2021-04-28,2021,10:00p,Los Angeles Clippers,101,Phoenix Suns,109,,5917,2020/2021,Apr,28,4
930,Wed,2021-04-28,2021,10:00p,Utah Jazz,154,Sacramento Kings,105,,0,2020/2021,Apr,28,4
931,Thu,2021-04-29,2021,7:00p,Dallas Mavericks,115,Detroit Pistons,105,,750,2020/2021,Apr,29,4
932,Thu,2021-04-29,2021,7:00p,Brooklyn Nets,130,Indiana Pacers,113,,0,2020/2021,Apr,29,4
933,Thu,2021-04-29,2021,8:00p,Milwaukee Bucks,136,Houston Rockets,143,,3232,2020/2021,Apr,29,4
934,Thu,2021-04-29,2021,8:00p,Golden State Warriors,114,Minnesota Timberwolves,126,,1638,2020/2021,Apr,29,4
935,Thu,2021-04-29,2021,9:00p,Toronto Raptors,111,Denver Nuggets,121,,4025,2020/2021,Apr,29,4
936,Thu,2021-04-29,2021,9:00p,New Orleans Pelicans,109,Oklahoma City Thunder,95,,0,2020/2021,Apr,29,4
937,Fri,2021-04-30,2021,7:00p,Atlanta Hawks,104,Philadelphia 76ers,126,,4094,2020/2021,Apr,30,4
938,Fri,2021-04-30,2021,7:30p,San Antonio Spurs,140,Boston Celtics,143,OT,2298,2020/2021,Apr,30,4
939,Fri,2021-04-30,2021,7:30p,Washington Wizards,122,Cleveland Cavaliers,93,,4148,2020/2021,Apr,30,4
940,Fri,2021-04-30,2021,8:00p,Portland Trail Blazers,128,Brooklyn Nets,109,,1773,2020/2021,Apr,30,4
941,Fri,2021-04-30,2021,8:00p,Orlando Magic,75,Memphis Grizzlies,92,,2850,2020/2021,Apr,30,4
942,Fri,2021-04-30,2021,9:00p,Milwaukee Bucks,108,Chicago Bulls,98,,0,2020/2021,Apr,30,4
943,Fri,2021-04-30,2021,10:00p,Utah Jazz,100,Phoenix Suns,121,,6065,2020/2021,Apr,30,4
944,Fri,2021-04-30,2021,10:30p,Sacramento Kings,110,Los Angeles Lakers,106,,2691,2020/2021,Apr,30,4
945,Sat,2021-05-01,2021,7:00p,Detroit Pistons,94,Charlotte Hornets,107,,3766,2020/2021,May,1,5
946,Sat,2021-05-01,2021,7:30p,Golden State Warriors,113,Houston Rockets,87,,3702,2020/2021,May,1,5
947,Sat,2021-05-01,2021,8:00p,Chicago Bulls,97,Atlanta Hawks,108,,3053,2020/2021,May,1,5
948,Sat,2021-05-01,2021,8:00p,Miami Heat,124,Cleveland Cavaliers,107,,4148,2020/2021,May,1,5
949,Sat,2021-05-01,2021,8:00p,New Orleans Pelicans,140,Minnesota Timberwolves,136,OT,1638,2020/2021,May,1,5
950,Sat,2021-05-01,2021,8:00p,Indiana Pacers,152,Oklahoma City Thunder,95,,0,2020/2021,May,1,5
951,Sat,2021-05-01,2021,8:00p,Memphis Grizzlies,111,Orlando Magic,112,,3924,2020/2021,May,1,5
952,Sat,2021-05-01,2021,9:00p,Washington Wizards,124,Dallas Mavericks,125,,4351,2020/2021,May,1,5
953,Sat,2021-05-01,2021,10:00p,Denver Nuggets,110,Los Angeles Clippers,104,,2818,2020/2021,May,1,5
954,Sat,2021-05-01,2021,10:00p,Toronto Raptors,102,Utah Jazz,106,,6506,2020/2021,May,1,5
955,Sun,2021-05-02,2021,3:30p,Brooklyn Nets,114,Milwaukee Bucks,117,,3280,2020/2021,May,2,5
956,Sun,2021-05-02,2021,7:30p,Portland Trail Blazers,129,Boston Celtics,119,,0,2020/2021,May,2,5
957,Sun,2021-05-02,2021,8:00p,Miami Heat,121,Charlotte Hornets,111,,4095,2020/2021,May,2,5
958,Sun,2021-05-02,2021,8:00p,Sacramento Kings,111,Dallas Mavericks,99,,4268,2020/2021,May,2,5
959,Sun,2021-05-02,2021,8:00p,New York Knicks,122,Houston Rockets,97,,3431,2020/2021,May,2,5
960,Sun,2021-05-02,2021,8:00p,Phoenix Suns,123,Oklahoma City Thunder,120,,0,2020/2021,May,2,5
961,Sun,2021-05-02,2021,8:00p,Philadelphia 76ers,113,San Antonio Spurs,111,OT,3978,2020/2021,May,2,5
962,Sun,2021-05-02,2021,10:00p,Toronto Raptors,121,Los Angeles Lakers,114,,2053,2020/2021,May,2,5
963,Mon,2021-05-03,2021,7:00p,Orlando Magic,119,Detroit Pistons,112,,750,2020/2021,May,3,5
964,Mon,2021-05-03,2021,7:00p,Indiana Pacers,141,Washington Wizards,154,,0,2020/2021,May,3,5
965,Mon,2021-05-03,2021,7:30p,Golden State Warriors,123,New Orleans Pelicans,108,,3700,2020/2021,May,3,5
966,Mon,2021-05-03,2021,8:00p,Portland Trail Blazers,114,Atlanta Hawks,123,,3091,2020/2021,May,3,5
967,Mon,2021-05-03,2021,9:00p,Philadelphia 76ers,106,Chicago Bulls,94,,0,2020/2021,May,3,5
968,Mon,2021-05-03,2021,9:00p,New York Knicks,118,Memphis Grizzlies,104,,2789,2020/2021,May,3,5
969,Mon,2021-05-03,2021,10:00p,Denver Nuggets,89,Los Angeles Lakers,93,,2454,2020/2021,May,3,5
970,Mon,2021-05-03,2021,10:00p,San Antonio Spurs,99,Utah Jazz,110,,6506,2020/2021,May,3,5
971,Tue,2021-05-04,2021,7:00p,Phoenix Suns,134,Cleveland Cavaliers,118,OT,4148,2020/2021,May,4,5
972,Tue,2021-05-04,2021,7:00p,Charlotte Hornets,102,Detroit Pistons,99,,750,2020/2021,May,4,5
973,Tue,2021-05-04,2021,7:30p,Brooklyn Nets,118,Milwaukee Bucks,124,,3280,2020/2021,May,4,5
974,Tue,2021-05-04,2021,8:00p,Dallas Mavericks,127,Miami Heat,113,,0,2020/2021,May,4,5
975,Tue,2021-05-04,2021,8:00p,Golden State Warriors,103,New Orleans Pelicans,108,,3700,2020/2021,May,4,5
976,Tue,2021-05-04,2021,8:00p,Sacramento Kings,103,Oklahoma City Thunder,99,,0,2020/2021,May,4,5
977,Tue,2021-05-04,2021,10:00p,Toronto Raptors,100,Los Angeles Clippers,105,,1714,2020/2021,May,4,5
