,game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number
303,Tue,2021-02-02,2021,10:00p,Detroit Pistons,105,Utah Jazz,117,,3902,2020/2021,Feb,2,2
304,Wed,2021-02-03,2021,7:00p,Philadelphia 76ers,118,Charlotte Hornets,111,,0,2020/2021,Feb,3,2
305,Wed,2021-02-03,2021,7:00p,Indiana Pacers,110,Milwaukee Bucks,130,,0,2020/2021,Feb,3,2
306,Wed,2021-02-03,2021,7:30p,Dallas Mavericks,122,Atlanta Hawks,116,,1259,2020/2021,Feb,3,2
307,Wed,2021-02-03,2021,8:00p,New York Knicks,107,Chicago Bulls,103,,0,2020/2021,Feb,3,2
308,Wed,2021-02-03,2021,8:00p,Los Angeles Clippers,121,Cleveland Cavaliers,99,,1944,2020/2021,Feb,3,2
309,Wed,2021-02-03,2021,8:00p,Washington Wizards,103,Miami Heat,100,,0,2020/2021,Feb,3,2
310,Wed,2021-02-03,2021,8:00p,Houston Rockets,87,Oklahoma City Thunder,104,,0,2020/2021,Feb,3,2
311,Wed,2021-02-03,2021,8:30p,Minnesota Timberwolves,108,San Antonio Spurs,111,,0,2020/2021,Feb,3,2
312,Wed,2021-02-03,2021,9:30p,Phoenix Suns,101,New Orleans Pelicans,123,,1440,2020/2021,Feb,3,2
313,Wed,2021-02-03,2021,10:00p,Boston Celtics,111,Sacramento Kings,116,,0,2020/2021,Feb,3,2
314,Thu,2021-02-04,2021,7:30p,Utah Jazz,112,Atlanta Hawks,91,,1261,2020/2021,Feb,4,2
315,Thu,2021-02-04,2021,7:30p,Golden State Warriors,147,Dallas Mavericks,116,,0,2020/2021,Feb,4,2
316,Thu,2021-02-04,2021,8:00p,Portland Trail Blazers,121,Philadelphia 76ers,105,,0,2020/2021,Feb,4,2
317,Thu,2021-02-04,2021,9:00p,Houston Rockets,115,Memphis Grizzlies,103,,1762,2020/2021,Feb,4,2
318,Thu,2021-02-04,2021,10:00p,Denver Nuggets,93,Los Angeles Lakers,114,,0,2020/2021,Feb,4,2
319,Fri,2021-02-05,2021,7:00p,New Orleans Pelicans,114,Indiana Pacers,113,,0,2020/2021,Feb,5,2
320,Fri,2021-02-05,2021,7:00p,Chicago Bulls,119,Orlando Magic,123,,3535,2020/2021,Feb,5,2
321,Fri,2021-02-05,2021,7:30p,Toronto Raptors,123,Brooklyn Nets,117,,0,2020/2021,Feb,5,2
322,Fri,2021-02-05,2021,7:30p,Milwaukee Bucks,123,Cleveland Cavaliers,105,,2720,2020/2021,Feb,5,2
323,Fri,2021-02-05,2021,8:00p,Utah Jazz,138,Charlotte Hornets,121,,0,2020/2021,Feb,5,2
324,Fri,2021-02-05,2021,8:00p,Washington Wizards,95,Miami Heat,122,,0,2020/2021,Feb,5,2
325,Fri,2021-02-05,2021,8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,103,,0,2020/2021,Feb,5,2
326,Fri,2021-02-05,2021,9:00p,Detroit Pistons,92,Phoenix Suns,109,,0,2020/2021,Feb,5,2
327,Fri,2021-02-05,2021,10:00p,Boston Celtics,119,Los Angeles Clippers,115,,0,2020/2021,Feb,5,2
328,Sat,2021-02-06,2021,1:00p,Portland Trail Blazers,99,New York Knicks,110,,0,2020/2021,Feb,6,2
329,Sat,2021-02-06,2021,5:00p,Denver Nuggets,114,Sacramento Kings,119,,0,2020/2021,Feb,6,2
330,Sat,2021-02-06,2021,7:00p,Chicago Bulls,118,Orlando Magic,92,,3880,2020/2021,Feb,6,2
331,Sat,2021-02-06,2021,8:00p,Toronto Raptors,121,Atlanta Hawks,132,,991,2020/2021,Feb,6,2
332,Sat,2021-02-06,2021,8:00p,Milwaukee Bucks,124,Cleveland Cavaliers,99,,2720,2020/2021,Feb,6,2
333,Sat,2021-02-06,2021,8:00p,San Antonio Spurs,111,Houston Rockets,106,,3313,2020/2021,Feb,6,2
334,Sat,2021-02-06,2021,8:00p,Minnesota Timberwolves,118,Oklahoma City Thunder,120,,0,2020/2021,Feb,6,2
335,Sat,2021-02-06,2021,8:00p,Brooklyn Nets,108,Philadelphia 76ers,124,,0,2020/2021,Feb,6,2
336,Sat,2021-02-06,2021,8:30p,Golden State Warriors,132,Dallas Mavericks,134,,0,2020/2021,Feb,6,2
337,Sat,2021-02-06,2021,9:00p,Memphis Grizzlies,109,New Orleans Pelicans,118,,1440,2020/2021,Feb,6,2
338,Sat,2021-02-06,2021,10:00p,Detroit Pistons,129,Los Angeles Lakers,135,2OT,0,2020/2021,Feb,6,2
339,Sun,2021-02-07,2021,1:00p,Washington Wizards,97,Charlotte Hornets,119,,0,2020/2021,Feb,7,2
340,Sun,2021-02-07,2021,1:00p,Utah Jazz,103,Indiana Pacers,95,,0,2020/2021,Feb,7,2
341,Sun,2021-02-07,2021,1:00p,Miami Heat,109,New York Knicks,103,,0,2020/2021,Feb,7,2
342,Sun,2021-02-07,2021,2:00p,Boston Celtics,91,Phoenix Suns,100,,1493,2020/2021,Feb,7,2
343,Sun,2021-02-07,2021,3:00p,Sacramento Kings,113,Los Angeles Clippers,110,,0,2020/2021,Feb,7,2
344,Mon,2021-02-08,2021,7:00p,Houston Rockets,94,Charlotte Hornets,119,,0,2020/2021,Feb,8,2
345,Mon,2021-02-08,2021,8:00p,Washington Wizards,105,Chicago Bulls,101,,0,2020/2021,Feb,8,2
346,Mon,2021-02-08,2021,8:00p,Toronto Raptors,128,Memphis Grizzlies,113,,1844,2020/2021,Feb,8,2
347,Mon,2021-02-08,2021,8:30p,Minnesota Timberwolves,122,Dallas Mavericks,127,,1000,2020/2021,Feb,8,2
348,Mon,2021-02-08,2021,8:30p,Golden State Warriors,100,San Antonio Spurs,105,,0,2020/2021,Feb,8,2
349,Mon,2021-02-08,2021,9:00p,Cleveland Cavaliers,113,Phoenix Suns,119,,1485,2020/2021,Feb,8,2
350,Mon,2021-02-08,2021,9:30p,Milwaukee Bucks,125,Denver Nuggets,112,,0,2020/2021,Feb,8,2
351,Mon,2021-02-08,2021,10:00p,Oklahoma City Thunder,112,Los Angeles Lakers,119,OT,0,2020/2021,Feb,8,2
352,Tue,2021-02-09,2021,7:00p,Brooklyn Nets,111,Detroit Pistons,122,,0,2020/2021,Feb,9,2
353,Tue,2021-02-09,2021,7:30p,New York Knicks,96,Miami Heat,98,,0,2020/2021,Feb,9,2
354,Tue,2021-02-09,2021,7:30p,Houston Rockets,101,New Orleans Pelicans,130,,1900,2020/2021,Feb,9,2
355,Tue,2021-02-09,2021,8:30p,Golden State Warriors,114,San Antonio Spurs,91,,0,2020/2021,Feb,9,2
356,Tue,2021-02-09,2021,10:00p,Orlando Magic,97,Portland Trail Blazers,106,,0,2020/2021,Feb,9,2
357,Tue,2021-02-09,2021,10:00p,Philadelphia 76ers,119,Sacramento Kings,111,,0,2020/2021,Feb,9,2
358,Tue,2021-02-09,2021,10:00p,Boston Celtics,108,Utah Jazz,122,,3902,2020/2021,Feb,9,2
359,Wed,2021-02-10,2021,7:00p,Toronto Raptors,137,Washington Wizards,115,,0,2020/2021,Feb,10,2
360,Wed,2021-02-10,2021,7:30p,Atlanta Hawks,117,Dallas Mavericks,118,,1000,2020/2021,Feb,10,2
361,Wed,2021-02-10,2021,8:00p,Indiana Pacers,94,Brooklyn Nets,104,,0,2020/2021,Feb,10,2
362,Wed,2021-02-10,2021,8:00p,Charlotte Hornets,114,Memphis Grizzlies,130,,1830,2020/2021,Feb,10,2
363,Wed,2021-02-10,2021,8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,112,,0,2020/2021,Feb,10,2
364,Wed,2021-02-10,2021,9:00p,New Orleans Pelicans,116,Chicago Bulls,129,,0,2020/2021,Feb,10,2
365,Wed,2021-02-10,2021,9:00p,Cleveland Cavaliers,95,Denver Nuggets,133,,0,2020/2021,Feb,10,2
366,Wed,2021-02-10,2021,10:00p,Oklahoma City Thunder,113,Los Angeles Lakers,114,OT,0,2020/2021,Feb,10,2
367,Wed,2021-02-10,2021,10:00p,Milwaukee Bucks,124,Phoenix Suns,125,,1491,2020/2021,Feb,10,2
368,Thu,2021-02-11,2021,7:30p,Toronto Raptors,106,Boston Celtics,120,,0,2020/2021,Feb,11,2
369,Thu,2021-02-11,2021,7:30p,Miami Heat,101,Houston Rockets,94,,3251,2020/2021,Feb,11,2
370,Thu,2021-02-11,2021,8:00p,Indiana Pacers,111,Detroit Pistons,95,,0,2020/2021,Feb,11,2
371,Thu,2021-02-11,2021,10:00p,Orlando Magic,105,Golden State Warriors,111,,0,2020/2021,Feb,11,2
372,Thu,2021-02-11,2021,10:00p,Philadelphia 76ers,114,Portland Trail Blazers,118,,0,2020/2021,Feb,11,2
373,Fri,2021-02-12,2021,7:00p,Minnesota Timberwolves,114,Charlotte Hornets,120,,0,2020/2021,Feb,12,2
374,Fri,2021-02-12,2021,7:00p,New York Knicks,109,Washington Wizards,91,,0,2020/2021,Feb,12,2
375,Fri,2021-02-12,2021,7:30p,San Antonio Spurs,125,Atlanta Hawks,114,,1451,2020/2021,Feb,12,2
376,Fri,2021-02-12,2021,7:30p,New Orleans Pelicans,130,Dallas Mavericks,143,,1514,2020/2021,Feb,12,2
377,Fri,2021-02-12,2021,8:00p,Detroit Pistons,108,Boston Celtics,102,,0,2020/2021,Feb,12,2
378,Fri,2021-02-12,2021,8:00p,Los Angeles Clippers,125,Chicago Bulls,106,,0,2020/2021,Feb,12,2
379,Fri,2021-02-12,2021,9:00p,Oklahoma City Thunder,95,Denver Nuggets,97,,0,2020/2021,Feb,12,2
380,Fri,2021-02-12,2021,9:00p,Milwaukee Bucks,115,Utah Jazz,129,,3902,2020/2021,Feb,12,2
381,Fri,2021-02-12,2021,10:00p,Memphis Grizzlies,105,Los Angeles Lakers,115,,0,2020/2021,Feb,12,2
382,Fri,2021-02-12,2021,10:00p,Cleveland Cavaliers,110,Portland Trail Blazers,129,,0,2020/2021,Feb,12,2
383,Fri,2021-02-12,2021,10:00p,Orlando Magic,123,Sacramento Kings,112,,0,2020/2021,Feb,12,2
384,Sat,2021-02-13,2021,3:00p,Philadelphia 76ers,111,Phoenix Suns,120,,1652,2020/2021,Feb,13,2
385,Sat,2021-02-13,2021,7:30p,Indiana Pacers,125,Atlanta Hawks,113,,1393,2020/2021,Feb,13,2
386,Sat,2021-02-13,2021,8:00p,Houston Rockets,99,New York Knicks,121,,0,2020/2021,Feb,13,2
387,Sat,2021-02-13,2021,8:30p,Brooklyn Nets,134,Golden State Warriors,117,,0,2020/2021,Feb,13,2
388,Sat,2021-02-13,2021,9:00p,Miami Heat,94,Utah Jazz,112,,3902,2020/2021,Feb,13,2
389,Sun,2021-02-14,2021,1:00p,Boston Celtics,91,Washington Wizards,104,,0,2020/2021,Feb,14,2
390,Sun,2021-02-14,2021,7:00p,San Antonio Spurs,122,Charlotte Hornets,110,,0,2020/2021,Feb,14,2
391,Sun,2021-02-14,2021,7:00p,New Orleans Pelicans,112,Detroit Pistons,123,,0,2020/2021,Feb,14,2
392,Sun,2021-02-14,2021,7:00p,Minnesota Timberwolves,116,Toronto Raptors,112,,0,2020/2021,Feb,14,2
393,Sun,2021-02-14,2021,7:30p,Portland Trail Blazers,121,Dallas Mavericks,118,,2211,2020/2021,Feb,14,2
394,Sun,2021-02-14,2021,8:00p,Milwaukee Bucks,109,Oklahoma City Thunder,114,,0,2020/2021,Feb,14,2
395,Sun,2021-02-14,2021,9:00p,Orlando Magic,90,Phoenix Suns,109,,1732,2020/2021,Feb,14,2
396,Sun,2021-02-14,2021,10:00p,Los Angeles Lakers,105,Denver Nuggets,122,,0,2020/2021,Feb,14,2
397,Sun,2021-02-14,2021,10:00p,Cleveland Cavaliers,111,Los Angeles Clippers,128,,0,2020/2021,Feb,14,2
398,Sun,2021-02-14,2021,10:00p,Memphis Grizzlies,124,Sacramento Kings,110,,0,2020/2021,Feb,14,2
399,Mon,2021-02-15,2021,7:00p,Chicago Bulls,120,Indiana Pacers,112,OT,0,2020/2021,Feb,15,2
400,Mon,2021-02-15,2021,7:00p,Houston Rockets,119,Washington Wizards,131,,0,2020/2021,Feb,15,2
401,Mon,2021-02-15,2021,7:30p,Atlanta Hawks,112,New York Knicks,123,,0,2020/2021,Feb,15,2
402,Mon,2021-02-15,2021,9:00p,Philadelphia 76ers,123,Utah Jazz,134,,3902,2020/2021,Feb,15,2
403,Mon,2021-02-15,2021,10:00p,Cleveland Cavaliers,98,Golden State Warriors,129,,0,2020/2021,Feb,15,2
404,Mon,2021-02-15,2021,10:00p,Miami Heat,118,Los Angeles Clippers,125,,0,2020/2021,Feb,15,2
405,Mon,2021-02-15,2021,10:00p,Brooklyn Nets,136,Sacramento Kings,125,,0,2020/2021,Feb,15,2
406,Tue,2021-02-16,2021,7:00p,Denver Nuggets,99,Boston Celtics,112,,0,2020/2021,Feb,16,2
407,Tue,2021-02-16,2021,8:00p,New Orleans Pelicans,144,Memphis Grizzlies,113,,1982,2020/2021,Feb,16,2
408,Tue,2021-02-16,2021,8:00p,Toronto Raptors,124,Milwaukee Bucks,113,,250,2020/2021,Feb,16,2
409,Tue,2021-02-16,2021,8:00p,Los Angeles Lakers,112,Minnesota Timberwolves,104,,0,2020/2021,Feb,16,2
410,Tue,2021-02-16,2021,8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,104,,0,2020/2021,Feb,16,2
411,Tue,2021-02-16,2021,10:30p,Brooklyn Nets,128,Phoenix Suns,124,,3181,2020/2021,Feb,16,2
412,Wed,2021-02-17,2021,7:00p,New York Knicks,89,Orlando Magic,107,,4249,2020/2021,Feb,17,2
413,Wed,2021-02-17,2021,7:30p,Atlanta Hawks,122,Boston Celtics,114,,0,2020/2021,Feb,17,2
414,Wed,2021-02-17,2021,7:30p,Houston Rockets,113,Philadelphia 76ers,118,,0,2020/2021,Feb,17,2
415,Wed,2021-02-17,2021,8:00p,Detroit Pistons,102,Chicago Bulls,105,,0,2020/2021,Feb,17,2
416,Wed,2021-02-17,2021,8:00p,Indiana Pacers,134,Minnesota Timberwolves,128,OT,0,2020/2021,Feb,17,2
417,Wed,2021-02-17,2021,8:00p,Denver Nuggets,128,Washington Wizards,130,,0,2020/2021,Feb,17,2
418,Wed,2021-02-17,2021,9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,,0,2020/2021,Feb,17,2
419,Wed,2021-02-17,2021,9:00p,Portland Trail Blazers,126,New Orleans Pelicans,124,,1940,2020/2021,Feb,17,2
420,Wed,2021-02-17,2021,10:00p,Miami Heat,112,Golden State Warriors,120,OT,0,2020/2021,Feb,17,2
421,Wed,2021-02-17,2021,10:00p,Utah Jazz,114,Los Angeles Clippers,96,,0,2020/2021,Feb,17,2
422,Thu,2021-02-18,2021,7:30p,Toronto Raptors,110,Milwaukee Bucks,96,,500,2020/2021,Feb,18,2
423,Thu,2021-02-18,2021,10:00p,Brooklyn Nets,109,Los Angeles Lakers,98,,0,2020/2021,Feb,18,2
424,Thu,2021-02-18,2021,10:00p,Miami Heat,118,Sacramento Kings,110,,0,2020/2021,Feb,18,2
425,Fri,2021-02-19,2021,7:00p,Denver Nuggets,120,Cleveland Cavaliers,103,,2720,2020/2021,Feb,19,2
426,Fri,2021-02-19,2021,7:00p,Golden State Warriors,120,Orlando Magic,124,,4287,2020/2021,Feb,19,2
427,Fri,2021-02-19,2021,7:30p,Atlanta Hawks,109,Boston Celtics,121,,0,2020/2021,Feb,19,2
428,Fri,2021-02-19,2021,7:30p,Chicago Bulls,105,Philadelphia 76ers,112,,0,2020/2021,Feb,19,2
429,Fri,2021-02-19,2021,8:00p,Detroit Pistons,95,Memphis Grizzlies,109,,1795,2020/2021,Feb,19,2
430,Fri,2021-02-19,2021,8:00p,Oklahoma City Thunder,85,Milwaukee Bucks,98,,750,2020/2021,Feb,19,2
431,Fri,2021-02-19,2021,8:00p,Phoenix Suns,132,New Orleans Pelicans,114,,1940,2020/2021,Feb,19,2
432,Fri,2021-02-19,2021,9:00p,Toronto Raptors,86,Minnesota Timberwolves,81,,0,2020/2021,Feb,19,2
433,Fri,2021-02-19,2021,10:00p,Utah Jazz,112,Los Angeles Clippers,116,,0,2020/2021,Feb,19,2
434,Sat,2021-02-20,2021,8:00p,Golden State Warriors,100,Charlotte Hornets,102,,0,2020/2021,Feb,20,2
435,Sat,2021-02-20,2021,8:30p,Miami Heat,96,Los Angeles Lakers,94,,0,2020/2021,Feb,20,2
436,Sat,2021-02-20,2021,9:00p,Sacramento Kings,114,Chicago Bulls,122,,0,2020/2021,Feb,20,2
437,Sat,2021-02-20,2021,9:00p,Phoenix Suns,128,Memphis Grizzlies,97,,1994,2020/2021,Feb,20,2
438,Sat,2021-02-20,2021,10:00p,Washington Wizards,118,Portland Trail Blazers,111,,0,2020/2021,Feb,20,2
439,Sun,2021-02-21,2021,3:30p,Boston Celtics,115,New Orleans Pelicans,120,OT,1940,2020/2021,Feb,21,2
440,Sun,2021-02-21,2021,7:00p,Oklahoma City Thunder,117,Cleveland Cavaliers,101,,2720,2020/2021,Feb,21,2
441,Sun,2021-02-21,2021,7:00p,Minnesota Timberwolves,99,New York Knicks,103,,0,2020/2021,Feb,21,2
442,Sun,2021-02-21,2021,7:00p,Detroit Pistons,96,Orlando Magic,105,,4002,2020/2021,Feb,21,2
443,Sun,2021-02-21,2021,7:00p,Philadelphia 76ers,103,Toronto Raptors,110,,0,2020/2021,Feb,21,2
444,Sun,2021-02-21,2021,7:30p,Denver Nuggets,115,Atlanta Hawks,123,,1362,2020/2021,Feb,21,2
445,Sun,2021-02-21,2021,8:00p,Brooklyn Nets,112,Los Angeles Clippers,108,,0,2020/2021,Feb,21,2
446,Sun,2021-02-21,2021,9:00p,Sacramento Kings,115,Milwaukee Bucks,128,,1800,2020/2021,Feb,21,2
447,Mon,2021-02-22,2021,8:00p,Chicago Bulls,120,Houston Rockets,100,,3025,2020/2021,Feb,22,2
448,Mon,2021-02-22,2021,8:30p,Memphis Grizzlies,92,Dallas Mavericks,102,,2099,2020/2021,Feb,22,2
449,Mon,2021-02-22,2021,9:00p,Miami Heat,108,Oklahoma City Thunder,94,,0,2020/2021,Feb,22,2
450,Mon,2021-02-22,2021,9:00p,Portland Trail Blazers,100,Phoenix Suns,132,,3213,2020/2021,Feb,22,2
451,Mon,2021-02-22,2021,9:00p,Charlotte Hornets,110,Utah Jazz,132,,3902,2020/2021,Feb,22,2
452,Mon,2021-02-22,2021,10:00p,Washington Wizards,127,Los Angeles Lakers,124,OT,0,2020/2021,Feb,22,2
453,Tue,2021-02-23,2021,7:00p,Atlanta Hawks,111,Cleveland Cavaliers,112,,2720,2020/2021,Feb,23,2
454,Tue,2021-02-23,2021,7:00p,Detroit Pistons,105,Orlando Magic,93,,3631,2020/2021,Feb,23,2
455,Tue,2021-02-23,2021,7:30p,Sacramento Kings,118,Brooklyn Nets,127,,324,2020/2021,Feb,23,2
456,Tue,2021-02-23,2021,7:30p,Boston Celtics,107,Dallas Mavericks,110,,3338,2020/2021,Feb,23,2
457,Tue,2021-02-23,2021,7:30p,Golden State Warriors,114,New York Knicks,106,,1981,2020/2021,Feb,23,2
458,Tue,2021-02-23,2021,7:30p,Philadelphia 76ers,109,Toronto Raptors,102,,0,2020/2021,Feb,23,2
459,Tue,2021-02-23,2021,8:00p,Minnesota Timberwolves,112,Milwaukee Bucks,139,,1800,2020/2021,Feb,23,2
460,Tue,2021-02-23,2021,10:00p,Portland Trail Blazers,106,Denver Nuggets,111,,0,2020/2021,Feb,23,2
461,Tue,2021-02-23,2021,10:00p,Washington Wizards,116,Los Angeles Clippers,135,,0,2020/2021,Feb,23,2
462,Wed,2021-02-24,2021,7:30p,Boston Celtics,112,Atlanta Hawks,127,,1537,2020/2021,Feb,24,2
463,Wed,2021-02-24,2021,7:30p,Houston Rockets,96,Cleveland Cavaliers,112,,2720,2020/2021,Feb,24,2
464,Wed,2021-02-24,2021,7:30p,Golden State Warriors,111,Indiana Pacers,107,,0,2020/2021,Feb,24,2
465,Wed,2021-02-24,2021,8:00p,Minnesota Timberwolves,126,Chicago Bulls,133,OT,0,2020/2021,Feb,24,2
466,Wed,2021-02-24,2021,8:00p,Toronto Raptors,108,Miami Heat,116,,0,2020/2021,Feb,24,2
467,Wed,2021-02-24,2021,8:00p,Detroit Pistons,118,New Orleans Pelicans,128,,2700,2020/2021,Feb,24,2
468,Wed,2021-02-24,2021,8:00p,San Antonio Spurs,99,Oklahoma City Thunder,102,,0,2020/2021,Feb,24,2
469,Wed,2021-02-24,2021,9:00p,Charlotte Hornets,124,Phoenix Suns,121,,3296,2020/2021,Feb,24,2
470,Wed,2021-02-24,2021,10:00p,Los Angeles Lakers,89,Utah Jazz,114,,4912,2020/2021,Feb,24,2
471,Thu,2021-02-25,2021,7:00p,Dallas Mavericks,97,Philadelphia 76ers,111,,0,2020/2021,Feb,25,2
472,Thu,2021-02-25,2021,7:30p,Orlando Magic,92,Brooklyn Nets,129,,327,2020/2021,Feb,25,2
473,Thu,2021-02-25,2021,7:30p,Sacramento Kings,121,New York Knicks,140,,1981,2020/2021,Feb,25,2
474,Thu,2021-02-25,2021,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,122,,1896,2020/2021,Feb,25,2
475,Thu,2021-02-25,2021,9:00p,Washington Wizards,112,Denver Nuggets,110,,0,2020/2021,Feb,25,2
476,Thu,2021-02-25,2021,9:30p,New Orleans Pelicans,125,Milwaukee Bucks,129,,1800,2020/2021,Feb,25,2
477,Fri,2021-02-26,2021,7:30p,Indiana Pacers,112,Boston Celtics,118,,0,2020/2021,Feb,26,2
478,Fri,2021-02-26,2021,7:30p,Houston Rockets,111,Toronto Raptors,122,,0,2020/2021,Feb,26,2
479,Fri,2021-02-26,2021,8:00p,Phoenix Suns,106,Chicago Bulls,97,,0,2020/2021,Feb,26,2
480,Fri,2021-02-26,2021,8:00p,Sacramento Kings,110,Detroit Pistons,107,,0,2020/2021,Feb,26,2
481,Fri,2021-02-26,2021,8:00p,Los Angeles Clippers,119,Memphis Grizzlies,99,,2039,2020/2021,Feb,26,2
482,Fri,2021-02-26,2021,8:00p,Utah Jazz,116,Miami Heat,124,,0,2020/2021,Feb,26,2
483,Fri,2021-02-26,2021,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,118,,0,2020/2021,Feb,26,2
484,Fri,2021-02-26,2021,10:00p,Charlotte Hornets,121,Golden State Warriors,130,,0,2020/2021,Feb,26,2
485,Fri,2021-02-26,2021,10:00p,Portland Trail Blazers,93,Los Angeles Lakers,102,,0,2020/2021,Feb,26,2
486,Sat,2021-02-27,2021,7:00p,Cleveland Cavaliers,112,Philadelphia 76ers,109,OT,0,2020/2021,Feb,27,2
487,Sat,2021-02-27,2021,7:00p,Minnesota Timberwolves,112,Washington Wizards,128,,0,2020/2021,Feb,27,2
488,Sat,2021-02-27,2021,8:00p,Indiana Pacers,107,New York Knicks,110,,1981,2020/2021,Feb,27,2
489,Sat,2021-02-27,2021,8:00p,Denver Nuggets,126,Oklahoma City Thunder,96,,0,2020/2021,Feb,27,2
490,Sat,2021-02-27,2021,8:00p,Utah Jazz,124,Orlando Magic,109,,4242,2020/2021,Feb,27,2
491,Sat,2021-02-27,2021,8:00p,New Orleans Pelicans,114,San Antonio Spurs,117,,0,2020/2021,Feb,27,2
492,Sat,2021-02-27,2021,8:30p,Dallas Mavericks,115,Brooklyn Nets,98,,684,2020/2021,Feb,27,2
493,Sun,2021-02-28,2021,3:30p,Los Angeles Clippers,100,Milwaukee Bucks,105,,1800,2020/2021,Feb,28,2
494,Sun,2021-02-28,2021,7:00p,Washington Wizards,110,Boston Celtics,111,,0,2020/2021,Feb,28,2
495,Sun,2021-02-28,2021,8:00p,New York Knicks,109,Detroit Pistons,90,,0,2020/2021,Feb,28,2
496,Sun,2021-02-28,2021,8:00p,Memphis Grizzlies,133,Houston Rockets,84,,3284,2020/2021,Feb,28,2
497,Sun,2021-02-28,2021,8:00p,Golden State Warriors,91,Los Angeles Lakers,117,,0,2020/2021,Feb,28,2
498,Sun,2021-02-28,2021,8:00p,Atlanta Hawks,99,Miami Heat,109,,0,2020/2021,Feb,28,2
499,Sun,2021-02-28,2021,9:00p,Phoenix Suns,118,Minnesota Timberwolves,99,,0,2020/2021,Feb,28,2
500,Sun,2021-02-28,2021,10:00p,Charlotte Hornets,127,Sacramento Kings,126,,0,2020/2021,Feb,28,2
501,Mon,2021-03-01,2021,7:00p,Dallas Mavericks,130,Orlando Magic,124,,3766,2020/2021,Mar,1,3
502,Mon,2021-03-01,2021,7:00p,Indiana Pacers,114,Philadelphia 76ers,130,,0,2020/2021,Mar,1,3
503,Mon,2021-03-01,2021,8:00p,Denver Nuggets,118,Chicago Bulls,112,,0,2020/2021,Mar,1,3
504,Mon,2021-03-01,2021,8:00p,Utah Jazz,124,New Orleans Pelicans,129,,2700,2020/2021,Mar,1,3
505,Mon,2021-03-01,2021,8:30p,Brooklyn Nets,124,San Antonio Spurs,113,OT,0,2020/2021,Mar,1,3
506,Mon,2021-03-01,2021,9:00p,Cleveland Cavaliers,101,Houston Rockets,90,,3046,2020/2021,Mar,1,3
507,Mon,2021-03-01,2021,10:30p,Charlotte Hornets,111,Portland Trail Blazers,123,,0,2020/2021,Mar,1,3
508,Tue,2021-03-02,2021,7:00p,Memphis Grizzlies,125,Washington Wizards,111,,0,2020/2021,Mar,2,3
509,Tue,2021-03-02,2021,7:30p,Los Angeles Clippers,112,Boston Celtics,117,,0,2020/2021,Mar,2,3
510,Tue,2021-03-02,2021,7:30p,Atlanta Hawks,94,Miami Heat,80,,0,2020/2021,Mar,2,3
511,Tue,2021-03-02,2021,8:30p,New York Knicks,93,San Antonio Spurs,119,,0,2020/2021,Mar,2,3
512,Tue,2021-03-02,2021,9:00p,Denver Nuggets,128,Milwaukee Bucks,97,,1800,2020/2021,Mar,2,3
513,Tue,2021-03-02,2021,10:00p,Phoenix Suns,114,Los Angeles Lakers,104,,0,2020/2021,Mar,2,3
514,Wed,2021-03-03,2021,7:00p,Indiana Pacers,114,Cleveland Cavaliers,111,,2720,2020/2021,Mar,3,3
515,Wed,2021-03-03,2021,7:00p,Utah Jazz,123,Philadelphia 76ers,131,OT,0,2020/2021,Mar,3,3
516,Wed,2021-03-03,2021,7:00p,Detroit Pistons,129,Toronto Raptors,105,,0,2020/2021,Mar,3,3
517,Wed,2021-03-03,2021,7:30p,Brooklyn Nets,132,Houston Rockets,114,,3615,2020/2021,Mar,3,3
518,Wed,2021-03-03,2021,8:00p,Charlotte Hornets,135,Minnesota Timberwolves,102,,0,2020/2021,Mar,3,3
519,Wed,2021-03-03,2021,8:00p,Chicago Bulls,128,New Orleans Pelicans,124,,2700,2020/2021,Mar,3,3
520,Wed,2021-03-03,2021,8:00p,Atlanta Hawks,115,Orlando Magic,112,,3969,2020/2021,Mar,3,3
521,Wed,2021-03-03,2021,8:30p,Oklahoma City Thunder,78,Dallas Mavericks,87,,3508,2020/2021,Mar,3,3
522,Wed,2021-03-03,2021,10:00p,Golden State Warriors,106,Portland Trail Blazers,108,,0,2020/2021,Mar,3,3
523,Wed,2021-03-03,2021,10:00p,Los Angeles Lakers,120,Sacramento Kings,123,,0,2020/2021,Mar,3,3
524,Thu,2021-03-04,2021,7:00p,Toronto Raptors,125,Boston Celtics,132,,0,2020/2021,Mar,4,3
525,Thu,2021-03-04,2021,7:00p,Los Angeles Clippers,117,Washington Wizards,119,,0,2020/2021,Mar,4,3
526,Thu,2021-03-04,2021,7:30p,Detroit Pistons,104,New York Knicks,114,,1981,2020/2021,Mar,4,3
527,Thu,2021-03-04,2021,8:00p,Denver Nuggets,113,Indiana Pacers,103,,0,2020/2021,Mar,4,3
